ccaa,sexo,nivel_formacion,year,pct_poblacion_nivel_formacion
Comunidad Valenciana,mujer,Educación superior,2015,26.4
Comunidad Valenciana,mujer,Estudios primarios incompletos,2015,7.45
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2015,31.525
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2015,8.675
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2015,12.175
Comunidad Valenciana,hombre,Analfabetos,2016,1.225
Comunidad Valenciana,hombre,Educación primaria,2016,10.075
Comunidad Valenciana,hombre,Educación superior,2016,25.5
Comunidad Valenciana,hombre,Estudios primarios incompletos,2016,4.9
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2016,36.825
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,8.274999999999999
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2016,13.225
Comunidad Valenciana,mujer,Analfabetos,2016,2.45
Comunidad Valenciana,mujer,Educación primaria,2016,11.725
Comunidad Valenciana,mujer,Educación superior,2016,26.65
Comunidad Valenciana,mujer,Estudios primarios incompletos,2016,6.35
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2016,31.025
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,9.3
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2016,12.5
Comunidad Valenciana,hombre,Analfabetos,2017,1.075
Comunidad Valenciana,hombre,Educación primaria,2017,9.9
Comunidad Valenciana,hombre,Educación superior,2017,24.975
Comunidad Valenciana,hombre,Estudios primarios incompletos,2017,4.875
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2017,36.775
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,8.149999999999999
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2017,14.2
Comunidad Valenciana,mujer,Analfabetos,2017,2.475
Comunidad Valenciana,mujer,Educación primaria,2017,11.975
Comunidad Valenciana,mujer,Educación superior,2017,27.2
Comunidad Valenciana,mujer,Estudios primarios incompletos,2017,6.425
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2017,29.75
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,8.8
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2017,13.350000000000001
Comunidad Valenciana,hombre,Analfabetos,2018,1.175
Comunidad Valenciana,hombre,Educación primaria,2018,9.875
Comunidad Valenciana,hombre,Educación superior,2018,26.075000000000003
Comunidad Valenciana,hombre,Estudios primarios incompletos,2018,4.75
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2018,36.075
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,8.025
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2018,14.0
Comunidad Valenciana,mujer,Analfabetos,2018,2.125
Comunidad Valenciana,mujer,Educación primaria,2018,11.05
Comunidad Valenciana,mujer,Educación superior,2018,29.25
Comunidad Valenciana,mujer,Estudios primarios incompletos,2018,6.65
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2018,28.9
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,9.4
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2018,12.575
Comunidad Valenciana,hombre,Analfabetos,2019,0.875
Comunidad Valenciana,hombre,Educación primaria,2019,9.725
Comunidad Valenciana,hombre,Educación superior,2019,27.65
Comunidad Valenciana,hombre,Estudios primarios incompletos,2019,3.925
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2019,35.75
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,7.8
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2019,14.275
Comunidad Valenciana,mujer,Analfabetos,2019,1.875
Comunidad Valenciana,mujer,Educación primaria,2019,10.35
Comunidad Valenciana,mujer,Educación superior,2019,30.25
Comunidad Valenciana,mujer,Estudios primarios incompletos,2019,6.025
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2019,29.25
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,9.775
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2019,12.475
Comunidad Valenciana,hombre,Analfabetos,2020,0.875
Comunidad Valenciana,hombre,Educación primaria,2020,7.525
Comunidad Valenciana,hombre,Educación superior,2020,29.225
Comunidad Valenciana,hombre,Estudios primarios incompletos,2020,3.975
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2020,35.675
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,8.05
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2020,14.75
Comunidad Valenciana,mujer,Analfabetos,2020,1.7
Comunidad Valenciana,mujer,Educación primaria,2020,8.524999999999999
Comunidad Valenciana,mujer,Educación superior,2020,30.799999999999997
Comunidad Valenciana,mujer,Estudios primarios incompletos,2020,5.5249999999999995
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2020,29.275
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,10.075
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2020,14.0
Comunidad Valenciana,hombre,Analfabetos,2021,0.925
Comunidad Valenciana,hombre,Educación primaria,2021,7.675
Comunidad Valenciana,hombre,Educación superior,2021,30.2
Comunidad Valenciana,hombre,Estudios primarios incompletos,2021,3.25
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2021,34.8
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,8.55
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2021,14.65
Comunidad Valenciana,mujer,Analfabetos,2021,1.775
Comunidad Valenciana,mujer,Educación primaria,2021,9.15
Comunidad Valenciana,mujer,Educación superior,2021,31.0
Comunidad Valenciana,mujer,Estudios primarios incompletos,2021,4.9
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2021,30.025
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,9.675
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2021,13.475
Comunidad Valenciana,hombre,Analfabetos,2022,1.0
Comunidad Valenciana,hombre,Educación primaria,2022,7.575
Comunidad Valenciana,hombre,Educación superior,2022,29.0
Comunidad Valenciana,hombre,Estudios primarios incompletos,2022,3.35
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2022,36.775000000000006
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,9.1
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2022,13.225
Comunidad Valenciana,mujer,Analfabetos,2022,1.775
Comunidad Valenciana,mujer,Educación primaria,2022,9.125
Comunidad Valenciana,mujer,Educación superior,2022,31.025
Comunidad Valenciana,mujer,Estudios primarios incompletos,2022,4.85
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2022,32.3
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,9.5
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2022,11.375
Comunidad Valenciana,hombre,Analfabetos,2023,0.85
Comunidad Valenciana,hombre,Educación primaria,2023,7.65
Comunidad Valenciana,hombre,Educación superior,2023,29.8
Comunidad Valenciana,hombre,Estudios primarios incompletos,2023,3.65
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2023,36.025
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2023,10.075
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2023,11.975
Comunidad Valenciana,mujer,Analfabetos,2023,1.6
Comunidad Valenciana,mujer,Educación primaria,2023,9.025
Comunidad Valenciana,mujer,Educación superior,2023,31.700000000000003
Comunidad Valenciana,mujer,Estudios primarios incompletos,2023,5.45
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2023,31.25
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2023,9.225
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2023,11.8
Comunidad Valenciana,hombre,Analfabetos,2024,1.05
Comunidad Valenciana,hombre,Educación primaria,2024,6.975
Comunidad Valenciana,hombre,Educación superior,2024,29.275
Comunidad Valenciana,hombre,Estudios primarios incompletos,2024,3.45
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2024,35.9
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2024,9.825
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2024,13.525
Comunidad Valenciana,mujer,Analfabetos,2024,1.425
Comunidad Valenciana,mujer,Educación primaria,2024,8.55
Comunidad Valenciana,mujer,Educación superior,2024,31.325
Comunidad Valenciana,mujer,Estudios primarios incompletos,2024,5.6
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2024,30.725
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2024,9.35
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2024,13.05
Comunidad Valenciana,hombre,Analfabetos,2025,1.0750000000000002
Comunidad Valenciana,hombre,Educación primaria,2025,7.375
Comunidad Valenciana,hombre,Educación superior,2025,29.375
Comunidad Valenciana,hombre,Estudios primarios incompletos,2025,3.0
Comunidad Valenciana,hombre,Primera etapa de Educación Secundaria y similar,2025,37.2
Comunidad Valenciana,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2025,9.775
Comunidad Valenciana,hombre,"Segunda etapa de educación secundaria, con orientación general",2025,12.2
Comunidad Valenciana,mujer,Analfabetos,2025,1.175
Comunidad Valenciana,mujer,Educación primaria,2025,9.5
Comunidad Valenciana,mujer,Educación superior,2025,31.3
Comunidad Valenciana,mujer,Estudios primarios incompletos,2025,4.675
Comunidad Valenciana,mujer,Primera etapa de Educación Secundaria y similar,2025,31.0
Comunidad Valenciana,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2025,9.325
Comunidad Valenciana,mujer,"Segunda etapa de educación secundaria, con orientación general",2025,13.05
Extremadura,hombre,Analfabetos,2014,2.225
Extremadura,hombre,Educación primaria,2014,12.825
Extremadura,hombre,Educación superior,2014,19.45
Extremadura,hombre,Estudios primarios incompletos,2014,10.325
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2014,39.875
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2014,5.775
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2014,9.549999999999999
Extremadura,mujer,Analfabetos,2014,4.475
Extremadura,mujer,Educación primaria,2014,12.925
Extremadura,mujer,Educación superior,2014,20.8
Extremadura,mujer,Estudios primarios incompletos,2014,12.875
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2014,33.224999999999994
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2014,5.9
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2014,9.8
Extremadura,hombre,Analfabetos,2015,1.9
Extremadura,hombre,Educación primaria,2015,12.725
Extremadura,hombre,Educación superior,2015,19.375
Extremadura,hombre,Estudios primarios incompletos,2015,9.65
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2015,40.975
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2015,5.675
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2015,9.65
Extremadura,mujer,Analfabetos,2015,3.9
Extremadura,mujer,Educación primaria,2015,14.65
Extremadura,mujer,Educación superior,2015,21.35
Extremadura,mujer,Estudios primarios incompletos,2015,11.75
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2015,32.2
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2015,6.475
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2015,9.675
Extremadura,hombre,Analfabetos,2016,1.7
Extremadura,hombre,Educación primaria,2016,13.75
Extremadura,hombre,Educación superior,2016,17.375
Extremadura,hombre,Estudios primarios incompletos,2016,9.524999999999999
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2016,41.375
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,5.85
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2016,10.45
Extremadura,mujer,Analfabetos,2016,3.575
Extremadura,mujer,Educación primaria,2016,15.325
Extremadura,mujer,Educación superior,2016,21.1
Extremadura,mujer,Estudios primarios incompletos,2016,11.475
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2016,32.075
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,7.225
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2016,9.225
Extremadura,hombre,Analfabetos,2017,1.9
Extremadura,hombre,Educación primaria,2017,11.775
Extremadura,hombre,Educación superior,2017,19.175
Extremadura,hombre,Estudios primarios incompletos,2017,9.675
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2017,41.3
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,5.525
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2017,10.7
Extremadura,mujer,Analfabetos,2017,3.925
Extremadura,mujer,Educación primaria,2017,12.4
Extremadura,mujer,Educación superior,2017,21.35
Extremadura,mujer,Estudios primarios incompletos,2017,11.850000000000001
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2017,33.875
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,7.125
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2017,9.5
Extremadura,hombre,Analfabetos,2018,2.175
Extremadura,hombre,Educación primaria,2018,14.0
Extremadura,hombre,Educación superior,2018,18.45
Extremadura,hombre,Estudios primarios incompletos,2018,9.35
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2018,38.75
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,7.2
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2018,10.05
Extremadura,mujer,Analfabetos,2018,3.825
Extremadura,mujer,Educación primaria,2018,13.85
Extremadura,mujer,Educación superior,2018,22.5
Extremadura,mujer,Estudios primarios incompletos,2018,10.7
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2018,31.35
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,7.225
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2018,10.625
Extremadura,hombre,Analfabetos,2019,2.225
Extremadura,hombre,Educación primaria,2019,14.425
Extremadura,hombre,Educación superior,2019,18.025
Extremadura,hombre,Estudios primarios incompletos,2019,8.525
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2019,38.825
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,7.05
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2019,10.95
Extremadura,mujer,Analfabetos,2019,4.324999999999999
Extremadura,mujer,Educación primaria,2019,15.725000000000001
Extremadura,mujer,Educación superior,2019,23.1
Extremadura,mujer,Estudios primarios incompletos,2019,9.15
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2019,29.15
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,8.275
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2019,10.275
Extremadura,hombre,Analfabetos,2020,1.825
Extremadura,hombre,Educación primaria,2020,14.1
Extremadura,hombre,Educación superior,2020,18.475
Extremadura,hombre,Estudios primarios incompletos,2020,7.675
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2020,38.275
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,8.125
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2020,11.525
Extremadura,mujer,Analfabetos,2020,3.95
Extremadura,mujer,Educación primaria,2020,14.475
Extremadura,mujer,Educación superior,2020,23.425
Extremadura,mujer,Estudios primarios incompletos,2020,8.475
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2020,30.025
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,8.7
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2020,10.975
Extremadura,hombre,Analfabetos,2021,1.925
Extremadura,hombre,Educación primaria,2021,13.225000000000001
Extremadura,hombre,Educación superior,2021,20.3
Extremadura,hombre,Estudios primarios incompletos,2021,7.375
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2021,37.275
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,8.15
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2021,11.825
Extremadura,mujer,Analfabetos,2021,3.175
Extremadura,mujer,Educación primaria,2021,13.0
Extremadura,mujer,Educación superior,2021,25.275
Extremadura,mujer,Estudios primarios incompletos,2021,8.875
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2021,30.975
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,7.875
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2021,10.8
Extremadura,hombre,Analfabetos,2022,1.7
Extremadura,hombre,Educación primaria,2022,12.4
Extremadura,hombre,Educación superior,2022,21.625
Extremadura,hombre,Estudios primarios incompletos,2022,6.75
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2022,38.175
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,8.0
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2022,11.4
Extremadura,mujer,Analfabetos,2022,2.875
Extremadura,mujer,Educación primaria,2022,14.75
Extremadura,mujer,Educación superior,2022,26.975
Extremadura,mujer,Estudios primarios incompletos,2022,8.2
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2022,28.5
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,8.15
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2022,10.65
Extremadura,hombre,Analfabetos,2023,1.5750000000000002
Extremadura,hombre,Educación primaria,2023,12.4
Extremadura,hombre,Educación superior,2023,23.75
Extremadura,hombre,Estudios primarios incompletos,2023,6.325
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2023,36.5
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2023,8.075
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2023,11.4
Extremadura,mujer,Analfabetos,2023,2.8
Extremadura,mujer,Educación primaria,2023,13.9
Extremadura,mujer,Educación superior,2023,28.5
Extremadura,mujer,Estudios primarios incompletos,2023,7.6
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2023,27.849999999999998
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2023,8.425
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2023,10.95
Extremadura,hombre,Analfabetos,2024,2.0
Extremadura,hombre,Educación primaria,2024,11.725
Extremadura,hombre,Educación superior,2024,24.875
Extremadura,hombre,Estudios primarios incompletos,2024,6.35
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2024,36.625
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2024,6.875
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2024,11.55
Extremadura,mujer,Analfabetos,2024,2.675
Extremadura,mujer,Educación primaria,2024,13.525
Extremadura,mujer,Educación superior,2024,28.875
Extremadura,mujer,Estudios primarios incompletos,2024,7.6
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2024,28.175
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2024,7.575
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2024,11.625
Extremadura,hombre,Analfabetos,2025,1.45
Extremadura,hombre,Educación primaria,2025,11.85
Extremadura,hombre,Educación superior,2025,23.8
Extremadura,hombre,Estudios primarios incompletos,2025,7.35
Extremadura,hombre,Primera etapa de Educación Secundaria y similar,2025,36.95
Extremadura,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2025,7.15
Extremadura,hombre,"Segunda etapa de educación secundaria, con orientación general",2025,11.4
Extremadura,mujer,Analfabetos,2025,2.3
Extremadura,mujer,Educación primaria,2025,12.125
Extremadura,mujer,Educación superior,2025,28.95
Extremadura,mujer,Estudios primarios incompletos,2025,8.1
Extremadura,mujer,Primera etapa de Educación Secundaria y similar,2025,28.95
Extremadura,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2025,7.8
Extremadura,mujer,"Segunda etapa de educación secundaria, con orientación general",2025,11.725
Galicia,hombre,Analfabetos,2014,0.8
Galicia,hombre,Educación primaria,2014,17.625
Galicia,hombre,Educación superior,2014,24.0
Galicia,hombre,Estudios primarios incompletos,2014,5.1
Galicia,hombre,Primera etapa de Educación Secundaria y similar,2014,34.075
Galicia,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2014,7.175
Galicia,hombre,"Segunda etapa de educación secundaria, con orientación general",2014,11.3
Galicia,mujer,Analfabetos,2014,1.85
Galicia,mujer,Educación primaria,2014,21.425
Galicia,mujer,Educación superior,2014,25.6
Galicia,mujer,Estudios primarios incompletos,2014,8.4
Galicia,mujer,Primera etapa de Educación Secundaria y similar,2014,26.7
Galicia,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2014,6.025
Galicia,mujer,"Segunda etapa de educación secundaria, con orientación general",2014,10.0
Galicia,hombre,Analfabetos,2015,0.9
Galicia,hombre,Educación primaria,2015,16.675
Galicia,hombre,Educación superior,2015,25.2
Galicia,hombre,Estudios primarios incompletos,2015,5.5
Galicia,hombre,Primera etapa de Educación Secundaria y similar,2015,32.925000000000004
Galicia,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2015,7.25
Galicia,hombre,"Segunda etapa de educación secundaria, con orientación general",2015,11.525
Galicia,mujer,Analfabetos,2015,1.6
Galicia,mujer,Educación primaria,2015,19.650000000000002
Galicia,mujer,Educación superior,2015,26.725
Galicia,mujer,Estudios primarios incompletos,2015,8.9
Galicia,mujer,Primera etapa de Educación Secundaria y similar,2015,26.35
Galicia,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2015,6.300000000000001
Galicia,mujer,"Segunda etapa de educación secundaria, con orientación general",2015,10.5
Galicia,hombre,Analfabetos,2016,0.775
Galicia,hombre,Educación primaria,2016,15.425
Galicia,hombre,Educación superior,2016,25.325
Galicia,hombre,Estudios primarios incompletos,2016,5.6
Galicia,hombre,Primera etapa de Educación Secundaria y similar,2016,33.825
Galicia,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,7.5
Galicia,hombre,"Segunda etapa de educación secundaria, con orientación general",2016,11.575
Galicia,mujer,Analfabetos,2016,1.55
Galicia,mujer,Educación primaria,2016,17.8
Galicia,mujer,Educación superior,2016,27.725
Galicia,mujer,Estudios primarios incompletos,2016,9.025
Galicia,mujer,Primera etapa de Educación Secundaria y similar,2016,26.85
Galicia,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,6.8
Galicia,mujer,"Segunda etapa de educación secundaria, con orientación general",2016,10.225
Galicia,hombre,Analfabetos,2017,0.75
Galicia,hombre,Educación primaria,2017,15.175
Galicia,hombre,Educación superior,2017,25.725
Galicia,hombre,Estudios primarios incompletos,2017,5.8
Galicia,hombre,Primera etapa de Educación Secundaria y similar,2017,33.675000000000004
Galicia,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,7.6
Galicia,hombre,"Segunda etapa de educación secundaria, con orientación general",2017,11.3
Galicia,mujer,Analfabetos,2017,1.5750000000000002
Galicia,mujer,Educación primaria,2017,17.325
Galicia,mujer,Educación superior,2017,27.9
Galicia,mujer,Estudios primarios incompletos,2017,9.275
Galicia,mujer,Primera etapa de Educación Secundaria y similar,2017,26.65
Galicia,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,6.9
Galicia,mujer,"Segunda etapa de educación secundaria, con orientación general",2017,10.375
Galicia,hombre,Analfabetos,2018,0.6749999999999999
Galicia,hombre,Educación primaria,2018,14.175
Galicia,hombre,Educación superior,2018,25.95
Galicia,hombre,Estudios primarios incompletos,2018,5.675
Galicia,hombre,Primera etapa de Educación Secundaria y similar,2018,33.825
Galicia,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,7.65
Galicia,hombre,"Segunda etapa de educación secundaria, con orientación general",2018,12.025
Galicia,mujer,Analfabetos,2018,1.55
Galicia,mujer,Educación primaria,2018,16.575
Galicia,mujer,Educación superior,2018,27.9
Galicia,mujer,Estudios primarios incompletos,2018,8.775
Galicia,mujer,Primera etapa de Educación Secundaria y similar,2018,26.85
Galicia,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,7.1
Galicia,mujer,"Segunda etapa de educación secundaria, con orientación general",2018,11.3
Galicia,hombre,Analfabetos,2019,0.725
Galicia,hombre,Educación primaria,2019,12.4
Galicia,hombre,Educación superior,2019,27.175
Galicia,hombre,Estudios primarios incompletos,2019,4.125
Galicia,hombre,Primera etapa de Educación Secundaria y similar,2019,35.075
Galicia,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,8.375
Galicia,hombre,"Segunda etapa de educación secundaria, con orientación general",2019,12.1
Galicia,mujer,Analfabetos,2019,1.4
Galicia,mujer,Educación primaria,2019,15.45
Galicia,mujer,Educación superior,2019,28.575
Galicia,mujer,Estudios primarios incompletos,2019,7.25
Galicia,mujer,Primera etapa de Educación Secundaria y similar,2019,28.375
Galicia,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,7.15
Galicia,mujer,"Segunda etapa de educación secundaria, con orientación general",2019,11.825
Galicia,hombre,Analfabetos,2020,0.625
Galicia,hombre,Educación primaria,2020,9.85
Galicia,hombre,Educación superior,2020,28.625
Galicia,hombre,Estudios primarios incompletos,2020,3.6
Galicia,hombre,Primera etapa de Educación Secundaria y similar,2020,36.625
Galicia,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,8.275
