Comunidades y Ciudades Autónomas	Sexo	Nivel de formación alcanzado	Periodo	Total
16 País Vasco	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T4	12,2
16 País Vasco	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T3	12,0
16 País Vasco	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T2	11,7
16 País Vasco	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T1	11,5
16 País Vasco	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T4	11,3
16 País Vasco	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T3	11,3
16 País Vasco	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T2	11,1
16 País Vasco	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T1	10,6
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T4	11,6
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T3	12,6
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T2	12,2
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T1	11,6
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T4	11,4
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T3	11,6
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T2	11,8
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T1	10,1
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T4	10,2
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T3	10,6
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T2	10,7
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T1	11,0
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T4	10,4
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T3	10,6
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T2	10,4
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T1	10,9
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T4	10,2
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T3	9,7
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T2	10,3
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T1	10,9
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T4	11,7
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T3	10,4
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T2	9,9
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T1	10,3
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T4	9,8
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T3	10,0
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T2	9,9
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T1	10,3
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T4	9,9
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T3	10,3
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T2	10,2
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T1	10,1
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T4	10,2
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T3	9,9
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T2	10,3
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T1	10,0
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T4	9,5
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T3	10,0
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T2	9,9
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T1	10,2
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T4	10,4
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T3	9,9
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T2	9,6
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T1	9,6
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T4	10,1
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T3	9,7
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T2	9,7
16 País Vasco	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T1	10,2
16 País Vasco	Hombres	Educación superior	2025T4	44,7
16 País Vasco	Hombres	Educación superior	2025T3	44,4
16 País Vasco	Hombres	Educación superior	2025T2	44,7
16 País Vasco	Hombres	Educación superior	2025T1	45,2
16 País Vasco	Hombres	Educación superior	2024T4	44,2
16 País Vasco	Hombres	Educación superior	2024T3	46,6
16 País Vasco	Hombres	Educación superior	2024T2	46,3
16 País Vasco	Hombres	Educación superior	2024T1	45,5
16 País Vasco	Hombres	Educación superior	2023T4	45,2
16 País Vasco	Hombres	Educación superior	2023T3	44,5
16 País Vasco	Hombres	Educación superior	2023T2	44,4
16 País Vasco	Hombres	Educación superior	2023T1	44,0
16 País Vasco	Hombres	Educación superior	2022T4	45,2
16 País Vasco	Hombres	Educación superior	2022T3	45,0
16 País Vasco	Hombres	Educación superior	2022T2	44,1
16 País Vasco	Hombres	Educación superior	2022T1	44,2
16 País Vasco	Hombres	Educación superior	2021T4	44,2
16 País Vasco	Hombres	Educación superior	2021T3	45,1
16 País Vasco	Hombres	Educación superior	2021T2	43,8
16 País Vasco	Hombres	Educación superior	2021T1	44,7
16 País Vasco	Hombres	Educación superior	2020T4	42,8
16 País Vasco	Hombres	Educación superior	2020T3	43,7
16 País Vasco	Hombres	Educación superior	2020T2	42,5
16 País Vasco	Hombres	Educación superior	2020T1	42,0
16 País Vasco	Hombres	Educación superior	2019T4	41,5
16 País Vasco	Hombres	Educación superior	2019T3	39,8
16 País Vasco	Hombres	Educación superior	2019T2	39,7
16 País Vasco	Hombres	Educación superior	2019T1	40,2
16 País Vasco	Hombres	Educación superior	2018T4	40,6
16 País Vasco	Hombres	Educación superior	2018T3	40,3
16 País Vasco	Hombres	Educación superior	2018T2	39,0
16 País Vasco	Hombres	Educación superior	2018T1	40,4
16 País Vasco	Hombres	Educación superior	2017T4	40,8
16 País Vasco	Hombres	Educación superior	2017T3	40,5
16 País Vasco	Hombres	Educación superior	2017T2	38,3
16 País Vasco	Hombres	Educación superior	2017T1	38,0
16 País Vasco	Hombres	Educación superior	2016T4	38,5
16 País Vasco	Hombres	Educación superior	2016T3	38,8
16 País Vasco	Hombres	Educación superior	2016T2	38,4
16 País Vasco	Hombres	Educación superior	2016T1	38,7
16 País Vasco	Hombres	Educación superior	2015T4	39,0
16 País Vasco	Hombres	Educación superior	2015T3	38,5
16 País Vasco	Hombres	Educación superior	2015T2	38,4
16 País Vasco	Hombres	Educación superior	2015T1	38,7
16 País Vasco	Hombres	Educación superior	2014T4	38,8
16 País Vasco	Hombres	Educación superior	2014T3	39,4
16 País Vasco	Hombres	Educación superior	2014T2	38,7
16 País Vasco	Hombres	Educación superior	2014T1	37,9
16 País Vasco	Mujeres	Analfabetos	2025T4	0,9
16 País Vasco	Mujeres	Analfabetos	2025T3	0,7
16 País Vasco	Mujeres	Analfabetos	2025T2	0,7
16 País Vasco	Mujeres	Analfabetos	2025T1	1,1
16 País Vasco	Mujeres	Analfabetos	2024T4	1,2
16 País Vasco	Mujeres	Analfabetos	2024T3	1,1
16 País Vasco	Mujeres	Analfabetos	2024T2	1,1
16 País Vasco	Mujeres	Analfabetos	2024T1	1,5
16 País Vasco	Mujeres	Analfabetos	2023T4	1,0
16 País Vasco	Mujeres	Analfabetos	2023T3	1,1
16 País Vasco	Mujeres	Analfabetos	2023T2	1,1
16 País Vasco	Mujeres	Analfabetos	2023T1	1,1
16 País Vasco	Mujeres	Analfabetos	2022T4	0,5
16 País Vasco	Mujeres	Analfabetos	2022T3	0,3
16 País Vasco	Mujeres	Analfabetos	2022T2	0,4
16 País Vasco	Mujeres	Analfabetos	2022T1	0,4
16 País Vasco	Mujeres	Analfabetos	2021T4	0,6
16 País Vasco	Mujeres	Analfabetos	2021T3	0,8
16 País Vasco	Mujeres	Analfabetos	2021T2	0,6
16 País Vasco	Mujeres	Analfabetos	2021T1	0,8
16 País Vasco	Mujeres	Analfabetos	2020T4	0,9
16 País Vasco	Mujeres	Analfabetos	2020T3	0,7
16 País Vasco	Mujeres	Analfabetos	2020T2	0,7
16 País Vasco	Mujeres	Analfabetos	2020T1	0,8
16 País Vasco	Mujeres	Analfabetos	2019T4	0,7
16 País Vasco	Mujeres	Analfabetos	2019T3	0,7
16 País Vasco	Mujeres	Analfabetos	2019T2	0,6
16 País Vasco	Mujeres	Analfabetos	2019T1	0,6
16 País Vasco	Mujeres	Analfabetos	2018T4	0,7
16 País Vasco	Mujeres	Analfabetos	2018T3	0,7
16 País Vasco	Mujeres	Analfabetos	2018T2	0,8
16 País Vasco	Mujeres	Analfabetos	2018T1	0,8
16 País Vasco	Mujeres	Analfabetos	2017T4	0,8
16 País Vasco	Mujeres	Analfabetos	2017T3	0,8
16 País Vasco	Mujeres	Analfabetos	2017T2	1,0
16 País Vasco	Mujeres	Analfabetos	2017T1	0,8
16 País Vasco	Mujeres	Analfabetos	2016T4	0,8
16 País Vasco	Mujeres	Analfabetos	2016T3	0,8
16 País Vasco	Mujeres	Analfabetos	2016T2	0,9
16 País Vasco	Mujeres	Analfabetos	2016T1	0,7
16 País Vasco	Mujeres	Analfabetos	2015T4	0,8
16 País Vasco	Mujeres	Analfabetos	2015T3	0,9
16 País Vasco	Mujeres	Analfabetos	2015T2	0,9
16 País Vasco	Mujeres	Analfabetos	2015T1	0,9
16 País Vasco	Mujeres	Analfabetos	2014T4	1,0
16 País Vasco	Mujeres	Analfabetos	2014T3	1,0
16 País Vasco	Mujeres	Analfabetos	2014T2	0,9
16 País Vasco	Mujeres	Analfabetos	2014T1	0,9
16 País Vasco	Mujeres	Estudios primarios incompletos	2025T4	1,9
16 País Vasco	Mujeres	Estudios primarios incompletos	2025T3	2,0
16 País Vasco	Mujeres	Estudios primarios incompletos	2025T2	1,9
16 País Vasco	Mujeres	Estudios primarios incompletos	2025T1	2,1
16 País Vasco	Mujeres	Estudios primarios incompletos	2024T4	2,2
16 País Vasco	Mujeres	Estudios primarios incompletos	2024T3	2,2
16 País Vasco	Mujeres	Estudios primarios incompletos	2024T2	2,7
16 País Vasco	Mujeres	Estudios primarios incompletos	2024T1	3,0
16 País Vasco	Mujeres	Estudios primarios incompletos	2023T4	2,9
16 País Vasco	Mujeres	Estudios primarios incompletos	2023T3	2,9
16 País Vasco	Mujeres	Estudios primarios incompletos	2023T2	2,4
16 País Vasco	Mujeres	Estudios primarios incompletos	2023T1	2,5
16 País Vasco	Mujeres	Estudios primarios incompletos	2022T4	2,1
16 País Vasco	Mujeres	Estudios primarios incompletos	2022T3	2,3
16 País Vasco	Mujeres	Estudios primarios incompletos	2022T2	2,7
16 País Vasco	Mujeres	Estudios primarios incompletos	2022T1	2,7
16 País Vasco	Mujeres	Estudios primarios incompletos	2021T4	3,0
16 País Vasco	Mujeres	Estudios primarios incompletos	2021T3	2,9
16 País Vasco	Mujeres	Estudios primarios incompletos	2021T2	2,8
16 País Vasco	Mujeres	Estudios primarios incompletos	2021T1	2,7
16 País Vasco	Mujeres	Estudios primarios incompletos	2020T4	2,3
16 País Vasco	Mujeres	Estudios primarios incompletos	2020T3	2,2
16 País Vasco	Mujeres	Estudios primarios incompletos	2020T2	2,5
16 País Vasco	Mujeres	Estudios primarios incompletos	2020T1	2,1
16 País Vasco	Mujeres	Estudios primarios incompletos	2019T4	2,3
16 País Vasco	Mujeres	Estudios primarios incompletos	2019T3	2,1
16 País Vasco	Mujeres	Estudios primarios incompletos	2019T2	2,3
16 País Vasco	Mujeres	Estudios primarios incompletos	2019T1	2,4
16 País Vasco	Mujeres	Estudios primarios incompletos	2018T4	2,3
16 País Vasco	Mujeres	Estudios primarios incompletos	2018T3	2,0
16 País Vasco	Mujeres	Estudios primarios incompletos	2018T2	2,1
16 País Vasco	Mujeres	Estudios primarios incompletos	2018T1	2,2
16 País Vasco	Mujeres	Estudios primarios incompletos	2017T4	2,8
16 País Vasco	Mujeres	Estudios primarios incompletos	2017T3	3,1
16 País Vasco	Mujeres	Estudios primarios incompletos	2017T2	2,6
16 País Vasco	Mujeres	Estudios primarios incompletos	2017T1	2,8
16 País Vasco	Mujeres	Estudios primarios incompletos	2016T4	2,7
16 País Vasco	Mujeres	Estudios primarios incompletos	2016T3	2,8
16 País Vasco	Mujeres	Estudios primarios incompletos	2016T2	2,4
16 País Vasco	Mujeres	Estudios primarios incompletos	2016T1	2,5
16 País Vasco	Mujeres	Estudios primarios incompletos	2015T4	2,6
16 País Vasco	Mujeres	Estudios primarios incompletos	2015T3	2,8
16 País Vasco	Mujeres	Estudios primarios incompletos	2015T2	2,8
16 País Vasco	Mujeres	Estudios primarios incompletos	2015T1	2,7
16 País Vasco	Mujeres	Estudios primarios incompletos	2014T4	2,5
16 País Vasco	Mujeres	Estudios primarios incompletos	2014T3	3,0
16 País Vasco	Mujeres	Estudios primarios incompletos	2014T2	3,2
16 País Vasco	Mujeres	Estudios primarios incompletos	2014T1	3,2
16 País Vasco	Mujeres	Educación primaria	2025T4	11,0
16 País Vasco	Mujeres	Educación primaria	2025T3	10,9
16 País Vasco	Mujeres	Educación primaria	2025T2	12,1
16 País Vasco	Mujeres	Educación primaria	2025T1	11,7
16 País Vasco	Mujeres	Educación primaria	2024T4	12,8
16 País Vasco	Mujeres	Educación primaria	2024T3	12,2
16 País Vasco	Mujeres	Educación primaria	2024T2	11,9
16 País Vasco	Mujeres	Educación primaria	2024T1	11,8
16 País Vasco	Mujeres	Educación primaria	2023T4	11,8
16 País Vasco	Mujeres	Educación primaria	2023T3	12,2
16 País Vasco	Mujeres	Educación primaria	2023T2	12,0
16 País Vasco	Mujeres	Educación primaria	2023T1	13,1
16 País Vasco	Mujeres	Educación primaria	2022T4	13,8
16 País Vasco	Mujeres	Educación primaria	2022T3	13,8
16 País Vasco	Mujeres	Educación primaria	2022T2	14,0
16 País Vasco	Mujeres	Educación primaria	2022T1	13,6
16 País Vasco	Mujeres	Educación primaria	2021T4	13,5
16 País Vasco	Mujeres	Educación primaria	2021T3	12,7
16 País Vasco	Mujeres	Educación primaria	2021T2	12,9
16 País Vasco	Mujeres	Educación primaria	2021T1	12,8
16 País Vasco	Mujeres	Educación primaria	2020T4	13,0
16 País Vasco	Mujeres	Educación primaria	2020T3	13,3
16 País Vasco	Mujeres	Educación primaria	2020T2	14,2
16 País Vasco	Mujeres	Educación primaria	2020T1	15,6
16 País Vasco	Mujeres	Educación primaria	2019T4	15,6
16 País Vasco	Mujeres	Educación primaria	2019T3	16,3
16 País Vasco	Mujeres	Educación primaria	2019T2	16,0
16 País Vasco	Mujeres	Educación primaria	2019T1	17,3
16 País Vasco	Mujeres	Educación primaria	2018T4	17,9
16 País Vasco	Mujeres	Educación primaria	2018T3	18,1
16 País Vasco	Mujeres	Educación primaria	2018T2	18,0
16 País Vasco	Mujeres	Educación primaria	2018T1	18,3
16 País Vasco	Mujeres	Educación primaria	2017T4	18,3
16 País Vasco	Mujeres	Educación primaria	2017T3	17,3
16 País Vasco	Mujeres	Educación primaria	2017T2	17,4
16 País Vasco	Mujeres	Educación primaria	2017T1	17,9
16 País Vasco	Mujeres	Educación primaria	2016T4	17,7
16 País Vasco	Mujeres	Educación primaria	2016T3	18,5
16 País Vasco	Mujeres	Educación primaria	2016T2	18,9
16 País Vasco	Mujeres	Educación primaria	2016T1	19,4
16 País Vasco	Mujeres	Educación primaria	2015T4	19,5
16 País Vasco	Mujeres	Educación primaria	2015T3	19,3
16 País Vasco	Mujeres	Educación primaria	2015T2	18,8
16 País Vasco	Mujeres	Educación primaria	2015T1	19,6
16 País Vasco	Mujeres	Educación primaria	2014T4	20,8
16 País Vasco	Mujeres	Educación primaria	2014T3	20,6
16 País Vasco	Mujeres	Educación primaria	2014T2	21,1
16 País Vasco	Mujeres	Educación primaria	2014T1	22,2
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2025T4	17,4
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2025T3	17,9
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2025T2	18,0
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2025T1	17,8
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2024T4	18,3
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2024T3	17,8
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2024T2	17,8
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2024T1	17,8
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2023T4	18,3
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2023T3	18,1
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2023T2	20,1
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2023T1	19,5
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2022T4	19,1
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2022T3	20,5
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2022T2	19,8
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2022T1	21,0
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2021T4	21,1
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2021T3	21,3
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2021T2	21,5
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2021T1	21,1
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2020T4	22,2
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2020T3	21,9
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2020T2	22,5
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2020T1	21,8
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2019T4	22,2
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2019T3	22,0
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2019T2	22,2
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2019T1	21,0
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2018T4	20,6
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2018T3	21,8
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2018T2	22,9
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2018T1	22,2
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2017T4	21,2
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2017T3	22,1
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2017T2	23,6
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2017T1	23,4
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2016T4	22,4
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2016T3	21,8
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2016T2	22,2
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2016T1	22,9
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2015T4	22,3
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2015T3	21,8
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2015T2	22,5
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2015T1	22,6
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2014T4	22,0
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2014T3	22,1
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2014T2	22,2
16 País Vasco	Mujeres	Primera etapa de Educación Secundaria y similar	2014T1	21,1
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2025T4	13,1
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2025T3	13,2
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2025T2	13,0
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2025T1	12,7
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2024T4	14,0
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2024T3	12,4
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2024T2	12,9
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2024T1	12,2
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2023T4	11,9
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2023T3	11,6
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2023T2	11,3
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2023T1	12,2
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2022T4	12,3
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2022T3	12,5
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2022T2	12,5
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2022T1	11,9
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2021T4	11,7
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2021T3	11,2
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2021T2	12,1
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2021T1	12,3
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2020T4	12,3
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2020T3	12,5
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2020T2	12,3
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2020T1	11,6
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2019T4	12,2
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2019T3	11,7
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2019T2	11,9
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2019T1	11,8
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2018T4	11,6
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2018T3	11,8
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2018T2	11,3
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2018T1	11,6
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2017T4	11,2
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2017T3	11,2
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2017T2	10,8
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2017T1	10,4
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2016T4	11,4
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2016T3	11,1
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2016T2	11,6
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2016T1	11,3
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2015T4	11,1
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2015T3	10,9
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2015T2	10,8
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2015T1	10,6
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2014T4	10,6
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2014T3	10,8
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2014T2	10,0
16 País Vasco	Mujeres	Segunda etapa de educación secundaria, con orientación general	2014T1	9,7
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T4	8,6
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T3	8,9
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T2	9,4
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T1	8,7
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T4	9,6
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T3	10,1
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T2	10,9
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T1	10,1
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T4	10,2
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T3	9,1
16 País Vasco	Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T2	10,0
